id,antecedent_name,consequent_name,created_at,status
14063,playstation_1,playstation,2019-01-02 16:03:50.701906,active
14064,playstation_2,playstation,2019-01-02 16:03:57.454755,active
14065,playstation_3,playstation,2019-01-02 16:04:03.685892,active
14066,playstation_4,playstation,2019-01-02 16:04:10.879591,active
14067,ps1_console,playstation_1,2019-01-02 16:08:47.606886,active
14068,ps2_console,playstation_2,2019-01-02 16:09:06.478267,active
14069,ps3_console,playstation_3,2019-01-02 16:09:20.381099,active
14070,ps4_console,playstation_4,2019-01-02 16:09:34.601753,active
14071,dualshock_1,playstation_controller,2019-01-02 16:10:07.222024,active
14072,dualshock_2,playstation_controller,2019-01-02 16:10:16.819155,active
14073,dualshock_3,playstation_controller,2019-01-02 16:10:29.809537,active
14074,dualshock_4,playstation_controller,2019-01-02 16:10:41.755809,active
14075,dualshock_1,playstation_1,2019-01-02 16:10:58.924847,active
14076,dualshock_2,playstation_2,2019-01-02 16:11:08.940389,active
14077,dualshock_3,playstation_3,2019-01-02 16:11:17.61852,active
14078,dualshock_4,playstation_4,2019-01-02 16:11:26.040116,active
14079,playstation_move,playstation_3,2019-01-02 16:11:58.736711,active
14080,playstation_move,playstation_controller,2019-01-02 16:12:10.55367,active
14081,playstation_controller,playstation,2019-01-02 16:13:10.425084,active
14082,playstation,sony_interactive_entertainment,2019-01-02 16:13:17.764965,active
14083,nintendo_controller,nintendo,2019-01-02 16:14:22.195424,active
14084,xbox_original,xbox,2019-01-02 16:16:45.64834,active
14085,xbox_one,xbox,2019-01-02 16:17:23.343807,active
14086,xbox_original_controller,xbox_controller,2019-01-02 16:18:22.698028,active
14087,xbox_360_controller,xbox_controller,2019-01-02 16:18:40.411482,active
14089,kinect,xbox_controller,2019-01-02 16:19:08.917851,active
14090,xbox_controller,xbox,2019-01-02 16:20:01.465235,active
14091,master_system_console,sega_master_system,2019-01-02 16:24:08.567896,active
14092,master_system_controller,sega_master_system,2019-01-02 16:24:19.015897,active
14093,genesis_console,sega_genesis,2019-01-02 16:24:34.07836,active
14094,genesis_controller,sega_genesis,2019-01-02 16:24:44.12956,active
14095,saturn_console,sega_saturn,2019-01-02 16:25:12.43534,active
14096,saturn_controller,sega_saturn,2019-01-02 16:25:21.779029,active
14097,dreamcast_console,sega_dreamcast,2019-01-02 16:25:36.584059,active
14098,dreamcast_controller,sega_dreamcast,2019-01-02 16:25:47.960626,active
14099,master_system_controller,sega_controller,2019-01-02 16:26:44.850724,active
14100,genesis_controller,sega_controller,2019-01-02 16:26:58.509431,active
14101,saturn_controller,sega_controller,2019-01-02 16:27:07.265875,active
14102,dreamcast_controller,sega_controller,2019-01-02 16:27:15.96758,active
14103,sega_master_system,sega,2019-01-02 16:27:50.888307,active
14104,sega_genesis,sega,2019-01-02 16:28:00.625584,active
14105,sega_saturn,sega,2019-01-02 16:28:08.376805,active
14106,sega_dreamcast,sega,2019-01-02 16:28:16.645102,active
14107,sega_controller,sega,2019-01-02 16:28:42.161934,active
14108,game_&_watch_console,game_&_watch,2019-01-02 16:37:40.420215,active
14109,game_boy_console,game_boy,2019-01-02 16:38:16.692531,active
14110,game_boy_color_console,game_boy_color,2019-01-02 16:38:29.494164,active
14111,game_boy_advance_console,game_boy_advance,2019-01-02 16:38:39.384948,active
14112,nintendo_ds_console,nintendo_ds,2019-01-02 16:38:50.981602,active
14113,nintendo_dsi_console,nintendo_dsi,2019-01-02 16:43:33.397739,active
14114,nintendo_3ds_console,nintendo_3ds,2019-01-02 16:44:12.984622,active
14115,nintendo_2ds_console,nintendo_3ds,2019-01-02 16:44:29.970402,active
14116,game_&_watch,nintendo,2019-01-02 17:00:53.965898,active
14117,nintendo_ds_lite_console,nintendo_ds_lite,2019-01-02 17:04:34.455219,active
14118,game_boy,game_boy_family,2019-01-02 17:26:36.990139,active
14119,game_boy_pocket,game_boy_family,2019-01-02 17:26:47.625574,active
14120,game_boy_light,game_boy_family,2019-01-02 17:27:11.740035,active
14121,game_boy_color,game_boy_family,2019-01-02 17:27:24.155189,active
14122,game_boy_advance,game_boy_family,2019-01-02 17:27:45.643287,active
14123,game_boy_advance_sp,game_boy_family,2019-01-02 17:28:04.055918,active
14124,game_boy_micro,game_boy_family,2019-01-02 17:28:17.096053,active
14125,game_boy_family,nintendo,2019-01-02 17:28:29.924322,active
14126,nintendo_ds,nintendo_ds_family,2019-01-02 17:28:53.3032,active
14127,nintendo_ds_lite,nintendo_ds_family,2019-01-02 17:29:14.050516,active
14128,nintendo_dsi,nintendo_ds_family,2019-01-02 17:29:32.896334,active
14129,nintendo_3ds,nintendo_ds_family,2019-01-02 17:29:49.147408,active
14130,nintendo_2ds,nintendo_ds_family,2019-01-02 17:29:58.434978,active
14131,nintendo_ds_family,nintendo,2019-01-02 17:30:06.983342,active
14132,playstation_portable,playstation,2019-01-02 17:33:13.553354,active
14133,playstation_vita,playstation,2019-01-02 17:33:22.66154,active
14134,game_gear,sega,2019-01-02 17:36:58.747276,active
14135,steam_controller,valve,2019-01-02 17:37:54.286272,active
14136,steam_(software),valve,2019-01-02 17:38:17.545057,active
14137,nes_console,game_console,2019-01-02 18:04:35.892076,active
14138,snes_console,game_console,2019-01-02 18:04:50.003088,active
14139,n64_console,game_console,2019-01-02 18:04:58.784579,active
14140,gamecube_console,game_console,2019-01-02 18:05:08.748054,active
14141,wii_console,game_console,2019-01-02 18:05:24.073847,active
14142,wii_u_console,game_console,2019-01-02 18:05:31.554825,active
14143,switch_console,game_console,2019-01-02 18:05:52.860846,active
14144,game_&_watch_console,game_console,2019-01-02 18:06:03.656082,active
14145,game_boy_console,game_console,2019-01-02 18:06:19.589436,active
14146,game_boy_pocket_console,game_console,2019-01-02 18:06:33.442754,active
14147,game_boy_light_console,game_console,2019-01-02 18:06:44.177037,active
14148,game_boy_color_console,game_console,2019-01-02 18:06:55.913588,active
14149,game_boy_advance_console,game_console,2019-01-02 18:07:05.989937,active
14150,game_boy_advance_sp_console,game_console,2019-01-02 18:07:18.75128,active
14151,game_boy_micro_console,game_console,2019-01-02 18:07:31.93337,active
14152,nintendo_ds_console,game_console,2019-01-02 18:07:51.895375,active
14153,nintendo_ds_lite_console,game_console,2019-01-02 18:08:07.824815,active
14154,nintendo_dsi_console,game_console,2019-01-02 18:08:21.177015,active
14155,nintendo_3ds_console,game_console,2019-01-02 18:08:36.603466,active
14156,nintendo_2ds_console,game_console,2019-01-02 18:08:53.645555,active
14157,ps1_console,game_console,2019-01-02 18:09:02.133117,active
14158,ps2_console,game_console,2019-01-02 18:09:08.346639,active
14159,ps3_console,game_console,2019-01-02 18:09:15.867255,active
14160,ps4_console,game_console,2019-01-02 18:09:22.961809,active
14161,psp_console,game_console,2019-01-02 18:10:17.621062,active
14162,vita_console,game_console,2019-01-02 18:10:31.343652,active
14163,xbox_original_console,game_console,2019-01-02 18:11:28.571456,active
14164,xbox_360_console,game_console,2019-01-02 18:11:41.62293,active
14165,xbox_one_console,game_console,2019-01-02 18:12:15.585652,active
14166,master_system_console,game_console,2019-01-02 18:12:31.323159,active
14167,genesis_console,game_console,2019-01-02 18:12:38.59248,active
14168,saturn_console,game_console,2019-01-02 18:12:46.156063,active
14169,dreamcast_console,game_console,2019-01-02 18:12:55.521836,active
14170,game_gear_console,game_console,2019-01-02 18:13:11.94625,active
14171,genesis_nomad_console,game_console,2019-01-02 18:13:23.711917,active
14172,mega_jet_console,game_console,2019-01-02 18:13:36.846572,active
14173,xbox_original_console,xbox_original,2019-01-02 18:14:31.373858,active
14174,xbox_original_controller,xbox_original,2019-01-02 18:14:57.606758,active
14175,xbox_360_console,xbox_360,2019-01-02 18:15:12.037931,active
14176,xbox_360_controller,xbox_360,2019-01-02 18:15:23.294058,active
14177,xbox_one_console,xbox_one,2019-01-02 18:15:52.795313,active
14179,nintendo_controller,game_controller,2019-01-02 18:16:58.174046,active
14180,playstation_controller,game_controller,2019-01-02 18:17:16.957285,active
14181,xbox_controller,game_controller,2019-01-02 18:17:25.531887,active
14182,sega_controller,game_controller,2019-01-02 18:17:33.80852,active
14183,steam_controller,game_controller,2019-01-02 18:17:41.703399,active
14184,game_boy_pocket_console,game_boy_pocket,2019-01-02 18:23:49.188187,active
14185,game_boy_light_console,game_boy_light,2019-01-02 18:24:02.549613,active
14186,game_boy_advance_sp_console,game_boy_advance_sp,2019-01-02 18:24:15.611534,active
14187,game_boy_micro_console,game_boy_micro,2019-01-02 18:24:27.406527,active
14188,psp_console,playstation_portable,2019-01-02 18:25:44.859797,active
14189,vita_console,playstation_vita,2019-01-02 18:25:57.747263,active
14190,game_gear_console,game_gear,2019-01-02 19:58:22.459856,active
14191,genesis_nomad_console,genesis_nomad,2019-01-02 19:58:34.192889,active
14192,mega_jet_console,mega_jet,2019-01-02 19:58:45.519604,active
14193,genesis_nomad,sega,2019-01-02 19:59:04.793427,active
14194,mega_jet,sega,2019-01-02 19:59:14.167039,active
14196,elderly_male,elderly,2019-01-02 22:43:45.096284,deleted
14197,sunda_clouded_leopard,pantherine,2019-01-03 14:20:36.022427,active
14198,african_leopard,leopard,2019-01-03 14:20:43.526097,active
14199,javan_leopard,leopard,2019-01-03 14:20:52.597389,active
14200,amur_leopard,leopard,2019-01-03 14:21:00.881863,active
14202,american_lion,pantherine,2019-01-03 14:26:54.980745,active
14203,ryu_(street_fighter),street_fighter,2019-01-03 22:00:41.919644,active
14204,pink_glans,glans,2019-01-03 23:50:25.733529,active
14205,bombshell_(nitw),night_in_the_woods,2019-01-04 02:38:13.880543,active
14206,tweetfur,twitter,2019-01-04 03:29:08.607902,active
14208,101_dalmatian_street,101_dalmatians,2019-01-04 05:06:47.092459,active
14209,dragon's_dogma,capcom,2019-01-04 11:36:46.573115,active
14210,foot_shot,foot_focus,2019-01-04 13:25:41.382489,deleted
14211,human_to_anthro,anthro,2019-01-04 13:52:47.464869,deleted
14212,eurasian_wolf,wolf,2019-01-04 14:23:44.691923,active
14213,arabian_wolf,wolf,2019-01-04 14:23:55.059176,active
14214,iberian_wolf,wolf,2019-01-04 14:24:03.131881,active
14215,mexican_wolf,wolf,2019-01-04 14:24:12.931242,active
14216,japanese_wolf,wolf,2019-01-04 14:27:34.472985,active
14217,alaskan_tundra_wolf,wolf,2019-01-04 14:27:46.300115,active
14218,italian_wolf,wolf,2019-01-04 14:28:06.899535,active
14219,tundra_wolf,wolf,2019-01-04 14:28:14.474754,active
14220,egyptian_wolf,african_golden_wolf,2019-01-04 14:28:50.786802,active
14224,eastern_wolf,wolf,2019-01-04 15:21:06.417161,active
14225,mississippi_valley_wolf,wolf,2019-01-04 15:27:34.709456,active
14226,florida_black_wolf,wolf,2019-01-04 15:28:44.399198,active
14227,predalien,xenomorph,2019-01-05 02:26:09.316283,deleted
14228,octopoodle,avoid_posting,2019-01-05 03:22:57.298532,active
14229,soft_focus,depth_of_field,2019-01-05 06:16:12.346216,deleted
14230,small_penis_humiliation,penis_shaming,2019-01-05 16:10:45.297503,deleted
14231,circumcision_scar,circumcised,2019-01-05 16:21:09.695513,active
14233,raccoon_taur,procyonid_taur,2019-01-06 00:29:50.824345,active
14234,raccoon_taur,raccoon,2019-01-06 00:30:04.252358,active
14235,procyonid_taur,procyonid,2019-01-06 00:30:25.069759,active
14236,seal_taur,pinniped_taur,2019-01-06 00:30:45.754255,active
14237,orca_taur,cetacean_taur,2019-01-06 00:31:02.273974,active
14238,pinniped_taur,marine_taur,2019-01-06 00:31:51.253567,active
14239,cetacean_taur,marine_taur,2019-01-06 00:32:00.942346,active
14240,seal_taur,seal,2019-01-06 00:32:16.205745,active
14241,orca_taur,orca,2019-01-06 00:32:47.669019,active
14242,gazelle_taur,antelope_taur,2019-01-06 00:33:19.01902,active
14243,gazelle_taur,gazelle,2019-01-06 00:34:05.808982,active
14244,antelope_taur,antelope,2019-01-06 00:34:17.626249,active
14245,pinniped_taur,pinniped,2019-01-06 00:34:51.678588,active
14246,cetacean_taur,cetacean,2019-01-06 00:35:02.295319,active
14247,marine_taur,marine,2019-01-06 00:35:13.154366,active
14248,ant_taur,hymenopteran_taur,2019-01-06 00:35:39.879439,active
14249,hymenopteran_taur,insect_taur,2019-01-06 00:35:49.643703,active
14250,ant_taur,ant,2019-01-06 00:35:58.168519,active
14251,hymenopteran_taur,hymenopteran,2019-01-06 00:36:11.769281,active
14252,insect_taur,insect,2019-01-06 00:36:21.104241,active
14253,elephant_taur,proboscidean_taur,2019-01-06 00:36:45.072907,active
14254,elephant_taur,elephant,2019-01-06 00:36:53.874992,active
14255,proboscidean_taur,proboscidean,2019-01-06 00:37:04.524297,active
14256,camel_taur,camelid_taur,2019-01-06 00:38:53.903635,active
14257,alpaca_taur,camelid_taur,2019-01-06 00:39:04.983129,active
14258,camel_taur,camel,2019-01-06 00:39:15.355458,active
14259,alpaca_taur,alpaca,2019-01-06 00:39:25.106931,active
14260,camelid_taur,camelid,2019-01-06 00:39:37.991156,active
14262,sciurid_taur,rodent_taur,2019-01-06 00:42:21.730156,active
14263,rat_taur,rodent_taur,2019-01-06 00:42:33.091077,deleted
14264,sciurid_taur,sciurid,2019-01-06 00:42:43.310049,active
14265,rat_taur,rat,2019-01-06 00:42:54.10046,active
14266,rodent_taur,rodent,2019-01-06 00:43:06.82399,active
14267,collie_taur,dog_taur,2019-01-06 00:43:45.602899,active
14268,dog_taur,canine_taur,2019-01-06 00:43:54.150826,active
14269,fox_taur,canine_taur,2019-01-06 00:44:04.839958,active
14270,wolf_taur,canine_taur,2019-01-06 00:44:14.934737,active
14271,collie_taur,collie,2019-01-06 00:44:24.189345,active
14273,fox_taur,fox,2019-01-06 00:44:47.134622,active
14274,wolf_taur,wolf,2019-01-06 00:44:55.833276,active
14275,canine_taur,canine,2019-01-06 00:45:04.426699,active
14276,cattle_taur,cattle,2019-01-06 00:45:17.163212,active
14277,cattle_taur,bovine_taur,2019-01-06 00:45:27.679497,active
14278,goat_taur,caprine_taur,2019-01-06 00:47:12.685038,active
14279,goat_taur,goat,2019-01-06 00:47:19.916962,active
14280,sheep_taur,caprine_taur,2019-01-06 00:47:30.81252,active
14282,caprine_taur,caprine,2019-01-06 00:47:54.91103,active
14283,giraffid_taur,giraffid,2019-01-06 00:48:27.005956,active
14284,bird_taur,bird,2019-01-06 00:48:40.637834,active
14285,bird_taur,avian_taur,2019-01-06 00:48:56.134955,active
14286,avian_taur,avian,2019-01-06 00:49:15.733494,active
14287,lion_taur,pantherine_taur,2019-01-06 00:49:38.605478,active
14288,lion_taur,lion,2019-01-06 00:49:46.59746,active
14289,pantherine_taur,pantherine,2019-01-06 00:49:55.795488,active
14291,feline_taur,feline,2019-01-06 00:50:26.805601,active
14294,marsupial_taur,marsupial,2019-01-06 00:51:23.509781,active
14295,crab_taur,crab,2019-01-06 00:51:39.161152,active
14296,crab_taur,crustacean_taur,2019-01-06 00:51:50.924995,active
14297,crustacean_taur,crustacean,2019-01-06 00:52:19.264827,active
14298,centipede_taur,centipede,2019-01-06 00:54:32.310779,active
14299,centipede_taur,myriapod_taur,2019-01-06 00:54:45.395298,active
14300,myriapod_taur,myriapod,2019-01-06 00:55:00.398911,active
14301,myriapod_taur,arthropod_taur,2019-01-06 00:55:18.775779,active
14302,arthropod_taur,arthropod,2019-01-06 00:55:33.863655,active
14303,spider_taur,spider,2019-01-06 00:55:47.378464,active
14304,spider_taur,arachnid_taur,2019-01-06 00:55:58.506045,active
14305,arachnid_taur,arachnid,2019-01-06 00:56:14.536976,active
14306,arachnid_taur,arthropod_taur,2019-01-06 00:56:27.639981,active
14307,mustelid_taur,mustelid,2019-01-06 00:56:50.895935,active
14308,skunk_taur,skunk,2019-01-06 00:57:18.522489,active
14309,skunk_taur,mephitid_taur,2019-01-06 00:57:26.237978,active
14310,mephitid_taur,mephitid,2019-01-06 00:57:33.213553,active
14311,unicorn_taur,unicorn,2019-01-06 00:57:47.783058,active
14312,crocodile_taur,crocodile,2019-01-06 00:58:48.386494,active
14313,crocodile_taur,crocodylid_taur,2019-01-06 00:59:15.351215,deleted
14314,crocodilian_taur,reptile_taur,2019-01-06 01:00:03.834055,active
14315,crocodilian_taur,crocodilian,2019-01-06 01:00:29.760212,active
14316,reptile_taur,scalie_taur,2019-01-06 01:01:19.65437,active
14317,reptile_taur,reptile,2019-01-06 01:01:34.290546,active
14318,scalie_taur,scalie,2019-01-06 01:01:43.030654,active
14319,dinosaur_taur,dinosaur,2019-01-06 01:02:15.920484,active
14320,dinosaur_taur,reptile_taur,2019-01-06 01:02:33.857499,active
14321,ursine_taur,ursine,2019-01-06 01:02:45.031435,active
14324,citra_taur,citra,2019-01-06 01:03:28.444362,active
14325,citra_taur,mammal_taur,2019-01-06 01:03:46.736978,active
14326,rhinocerotoid_taur,mammal_taur,2019-01-06 01:03:58.072068,active
14327,human_taur,taur,2019-01-06 01:04:11.661127,active
14329,scalie_taur,taur,2019-01-06 01:04:49.759834,active
14330,unicorn_taur,taur,2019-01-06 01:05:15.961336,active
14331,mephitid_taur,mammal_taur,2019-01-06 01:05:25.566574,active
14332,mustelid_taur,mammal_taur,2019-01-06 01:05:37.453369,active
14333,arthropod_taur,taur,2019-01-06 01:05:50.053781,active
14334,insect_taur,arthropod_taur,2019-01-06 01:06:25.630964,active
14336,marsupial_taur,mammal_taur,2019-01-06 01:06:54.079429,active
14338,avian_taur,taur,2019-01-06 01:07:11.1491,active
14339,giraffid_taur,mammal_taur,2019-01-06 01:07:19.086538,active
14342,rodent_taur,mammal_taur,2019-01-06 01:07:59.599758,active
14344,camelid_taur,mammal_taur,2019-01-06 01:08:29.579504,active
14345,proboscidean_taur,mammal_taur,2019-01-06 01:08:40.778819,active
14347,marine_taur,taur,2019-01-06 01:09:21.617516,active
14348,procyonid_taur,mammal_taur,2019-01-06 01:09:31.346353,active
14350,cat_taur,feline_taur,2019-01-06 01:18:24.207894,active
14351,crustacean_taur,arthropod_taur,2019-01-06 01:22:08.161905,active
14352,crustacean_taur,marine_taur,2019-01-06 01:22:19.683287,active
14353,hybrid_taur,hybrid,2019-01-06 01:27:15.366493,active
14356,digimon_taur,digimon,2019-01-06 01:36:15.872107,active
14357,digimon_taur,taur,2019-01-06 01:36:25.080116,active
14358,cervine_taur,cervine,2019-01-06 01:48:10.652254,active
14359,tyranid,warhammer_(franchise),2019-01-06 01:49:01.363325,deleted
14360,dragon_taur,taur,2019-01-06 02:03:28.885125,active
14363,weasel_taur,mustelid_taur,2019-01-06 02:30:23.013625,active
14365,otter_taur,mustelid_taur,2019-01-06 02:31:01.320827,active
14366,sergal_taur,sergal,2019-01-06 02:31:20.750071,active
14367,sergal_taur,taur,2019-01-06 02:31:29.770431,active
14368,dragonfly_taur,dragonfly,2019-01-06 02:31:46.292605,active
14369,dragonfly_taur,insect_taur,2019-01-06 02:32:01.328222,active
14371,husky_taur,husky,2019-01-06 02:32:45.880728,active
14372,husky_taur,dog_taur,2019-01-06 02:33:02.377748,active
14373,horse_taur,equine_taur,2019-01-06 02:33:13.79403,active
14374,sphinx_taur,mythological_sphinx,2019-01-06 02:33:27.849656,active
14375,sphinx_taur,felid_taur,2019-01-06 02:33:36.9326,active
14376,malamute_taur,alaskan_malamute,2019-01-06 02:33:51.653453,active
14377,malamute_taur,dog_taur,2019-01-06 02:34:07.8615,active
14378,wyvern_taur,wyvern,2019-01-06 02:34:23.914011,active
14379,wyvern_taur,dragon_taur,2019-01-06 02:34:44.796541,active
14380,giraffe_taur,giraffe,2019-01-06 02:35:05.199584,active
14381,giraffe_taur,giraffid_taur,2019-01-06 02:35:18.604238,active
14382,zebra_taur,zebra,2019-01-06 02:35:31.762538,active
14383,zebra_taur,equine_taur,2019-01-06 02:35:41.006673,active
14384,cheetah_taur,cheetah,2019-01-06 02:35:58.974922,active
14385,cheetah_taur,feline_taur,2019-01-06 02:36:07.599831,active
14386,tiger_taur,tiger,2019-01-06 02:36:22.703172,active
14387,tiger_taur,pantherine_taur,2019-01-06 02:36:31.179918,active
14392,lynx_taur,feline_taur,2019-01-06 02:38:12.413441,active
14393,rabbit_taur,rabbit,2019-01-06 02:38:23.727601,active
14394,leporid_taur,lagomorph_taur,2019-01-06 02:38:36.607611,active
14395,lagomorph_taur,lagomorph,2019-01-06 02:38:49.559474,active
14396,lagomorph_taur,mammal_taur,2019-01-06 02:39:01.740381,active
14397,okapi_taur,okapi,2019-01-06 02:39:31.311611,active
14398,okapi_taur,giraffid_taur,2019-01-06 02:39:42.814373,active
14399,dorugreymon_taur,dorugreymon,2019-01-06 02:49:34.259016,active
14400,dorugreymon_taur,digimon_taur,2019-01-06 02:49:47.832936,active
14402,humanoid_taur,taur,2019-01-06 02:50:54.677529,active
14403,horse_taur,horse,2019-01-06 02:51:34.521034,active
14428,hyracodon,hyracodontid,2019-01-07 04:03:38.127171,active
14429,paraceratherium,hyracodontid,2019-01-07 04:03:48.623377,active
14431,metamynodon,amynodontid,2019-01-07 04:23:34.046888,active
14438,nimbat,dust:_an_elysian_tail,2019-01-07 15:35:50.329575,active
14441,succubat_(dragon_quest),dragon_quest,2019-01-07 15:36:37.987588,active
14443,black_flying_fox,pteropodid,2019-01-07 15:38:35.879598,deleted
14444,comoro_flying_fox,pteropodid,2019-01-07 15:38:45.964961,deleted
14446,great_flying_fox,pteropodid,2019-01-07 15:39:05.636609,deleted
14447,grey-headed_flying_fox,pteropodid,2019-01-07 15:39:16.944623,deleted
14448,indian_flying_fox,pteropodid,2019-01-07 15:39:26.324392,deleted
14449,mauritian_flying_fox,pteropodid,2019-01-07 15:39:38.107664,deleted
14450,spectacled_flying_fox,pteropodid,2019-01-07 15:39:46.907329,deleted
14451,stripe-faced_fruit_bat,pteropodid,2019-01-07 15:39:56.701289,deleted
14453,sulawesi_stripe-faced_fruit_bat,stripe-faced_fruit_bat,2019-01-07 15:40:24.721057,active
14454,phyllostomid,yangochiropteran,2019-01-07 15:41:03.346569,deleted
14455,vesper_bat,yangochiropteran,2019-01-07 15:41:12.935146,active
14456,honduran_white_bat,phyllostomid,2019-01-07 15:41:26.785598,deleted
14457,vampire_bat,phyllostomid,2019-01-07 15:41:43.432443,deleted
14458,free-tailed_bat,vesper_bat,2019-01-07 15:42:02.511553,active
14459,house_bat,vesper_bat,2019-01-07 15:42:11.331462,active
14460,jamaican_red_bat,vesper_bat,2019-01-07 15:42:22.266258,active
14461,painted_bat,vesper_bat,2019-01-07 15:42:45.526533,active
14462,pallid_bat,vesper_bat,2019-01-07 15:42:55.443165,active
14463,pied_bat,vesper_bat,2019-01-07 15:43:05.883231,active
14464,spotted_bat,vesper_bat,2019-01-07 15:43:18.142964,active
14465,big_brown_bat,house_bat,2019-01-07 15:43:28.641389,active
14477,ghost_bat,megadermitid,2019-01-07 16:33:27.214728,active
14478,epomophorine,pteropodid,2019-01-07 16:44:04.586,deleted
14480,franquet's_epauletted_fruit_bat,epomophorine,2019-01-07 16:44:55.593369,active
14481,peters's_dwarf_epauletted_fruit_bat,epomophorine,2019-01-07 16:48:54.192952,active
14482,egyptian_fruit_bat,pteropodid,2019-01-07 16:50:36.413303,deleted
14483,bat_pony,my_little_pony,2019-01-07 17:23:08.721619,active
14486,mindoro_stripe-faced_fruit_bat,stripe-faced_fruit_bat,2019-01-07 18:58:30.936224,active
14487,spectral_bat,phyllostomid,2019-01-07 19:18:03.201106,deleted
14488,raguelmon,digimon_(species),2019-01-07 21:20:29.946634,active
14489,jetmervamon,digimon_(species),2019-01-07 21:20:39.837597,active
14490,zurumon,digimon_(species),2019-01-07 21:20:44.900199,active
14491,megagargomon,digimon_(species),2019-01-07 21:20:50.676755,active
14493,millenniummon,digimon_(species),2019-01-07 21:21:03.245919,active
14494,chaosgreymon,digimon_(species),2019-01-07 21:21:09.025415,active
14495,majiramon,digimon_(species),2019-01-07 21:21:15.14465,active
14496,mastertyrannomon,digimon_(species),2019-01-07 21:21:21.204489,active
14497,flaremon,digimon_(species),2019-01-07 21:21:28.416596,active
14498,kumbhiramon,digimon_(species),2019-01-07 21:21:46.495789,active
14499,pajramon,digimon_(species),2019-01-07 21:21:58.516842,active
14500,flarerizamon,digimon_(species),2019-01-07 21:22:05.834235,active
14501,ancientbeetlemon,digimon_(species),2019-01-07 21:22:12.741119,active
14502,hi-vision_monitamon,digimon_(species),2019-01-07 21:22:31.588993,active
14503,centarumon,digimon_(species),2019-01-07 21:22:37.125953,active
14504,sandiramon,digimon_(species),2019-01-07 21:22:53.565987,active
14505,monmon,digimon_(species),2019-01-07 21:22:59.746975,active
14506,dotagumon,digimon_(species),2019-01-07 21:23:06.092891,active
14507,moon=millenniummon,digimon_(species),2019-01-07 21:24:14.270932,active
14508,muchomon,digimon_(species),2019-01-07 21:24:20.382557,active
14509,deckergreymon,digimon_(species),2019-01-07 21:24:26.727479,active
14510,cherrymon,digimon_(species),2019-01-07 21:24:34.909869,active
14511,candlemon,digimon_(species),2019-01-07 21:25:40.810846,active
14512,beelstarmon,digimon_(species),2019-01-07 21:25:47.321817,active
14513,langmon,digimon_(species),2019-01-07 21:25:53.534996,active
14514,aldamon,digimon_(species),2019-01-07 21:26:00.706308,active
14515,dominimon,digimon_(species),2019-01-07 21:26:06.760857,active
14516,shadramon,digimon_(species),2019-01-07 21:26:13.540548,active
14517,grandracmon,digimon_(species),2019-01-07 21:26:20.290085,active
14518,nyokimon,digimon_(species),2019-01-07 21:26:29.007634,active
14519,yuramon,digimon_(species),2019-01-07 21:26:34.640205,active
14520,waruseadramon,digimon_(species),2019-01-07 21:26:41.024871,active
14521,breakdramon,digimon_(species),2019-01-07 21:26:46.96789,active
14522,leafmon,digimon_(species),2019-01-07 21:26:53.318616,active
14523,kamemon,digimon_(species),2019-01-07 21:26:59.161153,active
14524,valkyrimon,digimon_(species),2019-01-07 21:27:04.620898,active
14525,deckerdramon,digimon_(species),2019-01-07 21:27:10.727665,active
14526,yaamon,digimon_(species),2019-01-07 21:27:20.377324,active
14527,demimeramon,digimon_(species),2019-01-07 21:27:26.93841,active
14528,chameleonmon,digimon_(species),2019-01-07 21:27:39.919925,active
14529,gwappamon,digimon_(species),2019-01-07 21:27:45.825437,active
14530,ancientvolcamon,digimon_(species),2019-01-07 21:27:50.949743,active
14531,darkrizegreymon,digimon_(species),2019-01-07 21:27:56.248942,active
14532,gokuwmon,digimon_(species),2019-01-07 21:28:01.325429,active
14533,varodurumon,digimon_(species),2019-01-07 21:28:06.461081,active
14534,bullmon,digimon_(species),2019-01-07 21:28:11.579604,active
14535,ancientmermaimon,digimon_(species),2019-01-07 21:28:17.34956,active
14536,alraumon,digimon_(species),2019-01-07 21:28:27.952941,active
14537,christomon,digimon_(species),2019-01-07 21:28:33.927001,active
14538,chaosseadramon,digimon_(species),2019-01-07 21:28:43.668759,active
14539,tutumon,digimon_(species),2019-01-07 21:28:48.3912,active
14540,deramon,digimon_(species),2019-01-07 21:28:53.46514,active
14541,grandiskuwagamon,digimon_(species),2019-01-07 21:29:00.593026,active
14542,angelamon,digimon_(species),2019-01-07 21:29:08.181542,active
14544,owlmon,digimon_(species),2019-01-07 21:29:23.363353,active
14545,lynxmon,digimon_(species),2019-01-07 21:29:29.38577,active
14546,bulcomon,digimon_(species),2019-01-07 21:29:36.752439,active
14547,garurumon,digimon_(species),2019-01-07 21:31:08.715831,active
14548,loweemon,digimon_(species),2019-01-07 21:31:15.017377,active
14549,phascomon,digimon_(species),2019-01-07 21:31:21.623115,active
14550,venommyotismon,digimon_(species),2019-01-07 21:31:27.32099,active
14551,armageddemon,digimon_(species),2019-01-07 21:31:34.943229,active
14553,flamewizardmon,digimon_(species),2019-01-07 21:31:45.079012,active
14554,argomon,digimon_(species),2019-01-07 21:31:49.65604,active
14555,firamon,digimon_(species),2019-01-07 21:31:59.05986,active
14556,calmaramon,digimon_(species),2019-01-07 21:32:06.323915,active
